<< Inhaltsverzeichnis;;;;;;;;;;
"Statistische Wochenberichte
Investitionsgüterproduzenten ;1.397558;-2.335077;-3.195323;-3.159151;-3.146532;-3.53136;-0.209083;-0.12642;-0.415784;-1.036745
Gebrauchsgüterproduzenten ;2.203148;-0.436013;-0.75669;-0.585382;-0.453651;-3.240165;-2.7921106123E-2;0.174835;-0.156686;-2.152375
Verbrauchsgüterproduzenten ;-2.4850984568999999E-2;-2.169451;-2.262818;-2.290593;-1.988771;-7.0034378278999998E-2;-6.5210903853000005E-2;-0.134562;-0.459605;0.543441
Energie ;-13.757549;-2.620475;-3.694875;-3.70359;-3.637819;-2.898326;-0.404551;-0.244351;-0.397646;-0.166081
Bergbau und Gewinnung von Steinen und Erden ;-16.182521;-3.413655;-3.995821;-4.043511;-3.964957;-5.954825;-0.2481;-0.582932;-0.58635;-2.752438
Verarbeitendes Gewerbe ;0.772528;-2.261412;-2.903326;-2.825804;-2.736044;-2.861685;-0.225399;-0.141358;-0.402174;-0.720397
H.v. Nahrungs- und Futtermitteln ;1.954215;-0.108877;-0.184569;-0.160565;8.8518067325999997E-2;1.432695;8.4140772308000003E-2;-5.4667302637000002E-2;-0.453704;1.081417
Getränkeherstellung ;-0.35285;-0.64365;-1.701265;-1.564997;-1.188009;-1.989505;-0.593192;-0.379231;-0.356416;-1.007528
H.v. Papier, Pappe und Waren daraus  ;-0.677442;-1.977335;-1.975279;-1.859739;-1.829318;-2.259205;-0.195585;-0.16372;-0.43896;-0.920057
"H.v. Druckerzeugnissen; Vervielfältigung von bespielten ";;;;;;;;;;
Ton-, Bild- und Datenträgern ;-2.826801;-4.617221;-5.894713;-6.549457;-6.463232;-10.275097;-0.537821;-0.697176;-0.697482;-4.044854
Kokerei und Mineralölverarbeitung ;1.149812;1.075746;0.120846;5.4860653938999998E-2;0.104545;1.243684;-0.229898;6.0350030175E-2;-0.246738;0.230858
H.v. chemischen Erzeugnissen  ;0.894723;1.627171;1.642581;1.570347;1.639354;-0.470669;-8.4950465715999998E-2;-0.190923;-0.253737;-0.96252
H.v. pharmazeutischen Erzeugnissen ;2.420523;-5.472365;-3.713746;-3.758387;-3.608243;5.849854;5.7067446587999997E-2;9.0008198767000003E-2;-0.171841;3.382983
H.v. Gummi- und Kunststoffwaren ;0.137128;-4.304898;-4.765863;-4.43125;-4.398372;-3.631442;-0.283164;-0.253419;-0.359071;-0.997371
H.v. Glas und Glaswaren, Keramik, Verarbeitung von ;;;;;;;;;;
Steinen und Erden ;0.245254;-0.949414;-1.629512;-1.456119;-1.473554;-0.68021;-0.189966;-2.0345345838E-2;-0.586196;-0.115554
Metallerzeugung und -bearbeitung ;0.522549;-4.510757;-6.049392;-6.036535;-5.86135;-6.608568;-0.899281;-0.425431;-0.504457;-1.469601
H.v. Metallerzeugnissen  ;0.790566;-3.46612;-4.112593;-3.815464;-3.658887;-5.003689;-0.318462;-0.163659;-0.437012;-1.933256
H.v.  Datenverarbeitungsgeräten, elektronischen und ;;;;;;;;;;
optischen Erzeugnissen ;3.021821;-0.34835;-0.994369;-1.069651;-1.129842;-1.029055;-0.108274;-7.6429757580000002E-3;-0.338054;0.11574
H.v. elektrischen Ausrüstungen ;-1.621655;-3.039544;-3.857424;-3.735156;-3.491414;-2.132258;-0.278793;-0.133617;-0.231843;0.456332
Maschinenbau ;1.332658;-3.451199;-4.482812;-4.399034;-4.468946;-4.790725;-0.28802;-0.161249;-0.387393;-1.912343
H v. Kraftwagen und Kraftwagenteilen ;-0.131425;-2.870416;-3.247081;-3.186365;-3.20499;-3.830478;-0.214654;-0.171344;-0.502174;-0.107094
Sonstiger Fahrzeugbau ;5.12012;3.25953;0.960177;0.414793;0.839439;-2.530101;-0.138562;-0.104066;-0.234392;-0.970226
H.v. Möbeln  ;-0.298917;-2.153201;-2.352801;-2.050103;-1.902164;-6.022468;-0.100902;6.2062671128999998E-2;-0.276068;-4.20249
;;;;;;;;;;
Reparatur und Installation von Maschinen und Ausrüstungen ;6.36092;-1.301517;-2.558161;-2.40184;-2.093134;5.4796908956E-2;-0.161383;0.110859;-0.601318;4.979056842E-3
;;;;;;;;;;
Geleistete Arbeitsstunden ;-0.695991;-7.00556;-4.751811;-3.257275;-0.948596;-10.430162;2.027586;0.176832;-15.764953;10.185732
Entgelte (Bruttolohn- und -gehaltsumme) ;-0.894511;-6.357687;-4.415136;-2.758862;0.200983;-8.584038;2.001785;-2.1216219800000002E-2;-14.606678;11.770736
;;;;;;;;;;

1 Originalwert. Aktueller Monat vorläufig. – 2 Monatsergebnisse des aktuellen Berichtsjahres vorläufig. – 3 Jahresergebnisse: Durchschnitte aus Monatsergebnissen – 4 Darstellung ;;;;;;;;;;
nach der Klassifikation der Wirtschaftszweige Ausgabe 2008 (WZ 2008). – Betriebe mit 50 und mehr tätigen Personen, einschließlich Handwerk. Kombinierte Betriebe werden mit ihrem ;;;;;;;;;;
gesamten Betrieb derjenigen Wirt- schaftsgruppe zugerechnet, in der der Schwerpunkt des Betriebes liegt. Ohne Energie- und Wasserversorgung sowie ohne Baugewerbe.;;;;;;;;;;
