<< Inhaltsverzeichnis;;;;;;;;;;
"Statistische Wochenberichte
;gegenüber Vorjahr;;gegenüber Stichtag im Vorjahresquartal;;;;gegenüber Stichtag im Vorquartal;;;
;;;;;;;;;;
;;;;;;;;;;
Sozialversicherungspflichtig Beschäftigte7,8 am Arbeitsort ........................................................................................................;2.204509;1.701654;1.54432;1.363664;1.087569;-0.25237;1.589166;-0.583517;-0.272498;-0.966563
Frauen ;1.937551;1.650047;1.597739;1.508665;1.286139;6.2668738806000004E-2;1.52839;-9.6200305133E-2;-0.313233;-1.038774
Ausländer/-innen ;10.582153;8.109812;7.430764;6.668434;5.78298;1.996068;2.584316;-1.011304;1.393892;-0.938462
Teilzeitbeschäftigte9 ........................................................................................................;3.626409;3.25817;3.386786;3.354223;3.080922;0.846256;1.323185;0.586696;3.8744449629999999E-3;-1.055062
dar.: Frauen ;3.050662;2.755958;2.81018;2.744564;2.499655;0.791037;1.226827;0.597422;-3.5564079832000002E-2;-0.986613
Sozialversicherungspflichtig Beschäftigte nach;;;;;;;;;;
ausgewählten Wirtschaftsabschnitten8, 10;;;;;;;;;;
Land- und Forstwirtschaft, Fischerei ;0.825334;1.185322;1.171326;0.792772;1.133063;0.335179;1.993265;-12.440928;7.223283;4.783159
Bergbau und Gewinnung von Steinen und Erden ;-1.09568;-2.785106;-3.26807;-3.346157;-2.979138;-2.44652;0.200834;-2.719487;-0.622786;0.706791
Verarbeitendes Gewerbe ;1.996083;1.024684;0.404742;-0.195801;-1.154935;-2.180473;0.944722;-0.724309;-1.146005;-1.257345
Energieversorgung ;0.870787;1.991891;2.118978;2.43819;12.96221;10.373052;2.044777;0.360215;10.120782;-2.131845
;;;;;;;;;;
Wasserversorgung, Entsorgung, Beseitigung von Umweltverschmutzungen ;2.860434;2.830029;2.891478;2.604665;2.512442;1.274198;1.685544;-0.173314;8.2582409563000003E-2;-0.313938
Baugewerbe ;2.752057;2.941302;2.547123;2.385711;2.376246;1.452422;2.783695;-2.873946;1.165219;0.454922
;;;;;;;;;;
"Handel; Instandhaltung und Reparatur von Kraftfahrzeugen ";1.524922;1.058287;0.869158;1.033513;1.094531;0.214951;1.886325;8.5288629042000005E-2;-0.632811;-1.098387
Verkehr und Lagerei ;4.332755;2.765416;2.284167;1.934233;1.749231;0.515791;1.673721;1.7661036541999998E-2;-0.157209;-1.00069
Gastgewerbe ;2.224703;2.271286;2.291489;2.368068;-0.619151;-7.452399;0.963118;-2.914302;-2.333616;-3.327701
Information und Kommunikation ;4.98557;5.430802;5.459044;5.040118;4.537412;2.81531;2.037121;0.338295;0.797763;-0.371869
Finanz-, Versicherungsdienstleistung ;-1.044332;-0.355047;8.2042278437000002E-2;0.190437;0.271394;1.1966439859E-2;1.548978;-0.320932;-0.566318;-0.633745
Grundstücks- und Wohnungswesen;3.415979;3.833717;3.551504;3.426476;3.29488;2.084221;0.753007;0.515817;1.033115;-0.22943
;;;;;;;;;;
Freiberufliche wissenschaftliche und technische Dienstleistungen ;4.002846;3.177655;3.253447;2.300949;1.788369;0.707418;1.596482;-0.397189;0.139695;-0.618641
Sonstige wirtschaftliche Dienstleistungen ;0.841756;-1.967443;-1.864249;-1.854359;-2.150137;-6.026781;1.207151;-3.400131;-0.894843;-3.011529
;;;;;;;;;;
Öffentliche Verwaltung, Verteidigung, Sozialversicherung ;1.807655;2.193494;2.364918;2.426894;2.681846;2.446664;1.998876;0.31078;-1.3349587789999999E-3;0.129172
Erziehung und Unterricht ;2.384733;2.439585;2.488953;2.40736;2.834547;2.19853;1.818309;1.361325;-0.319433;-0.657293
Gesundheits- und Sozialwesen ;2.550511;2.532079;2.559359;2.690488;2.640676;1.986922;1.807846;0.784;4.5435893166000003E-2;-0.648515
Kunst, Unterhaltung und Erholung ;2.6338;2.369628;2.415006;2.680049;0.910968;-2.873188;1.726042;-1.599294;-1.070894;-1.919045
Sonstige Dienstleistungen ;0.543691;1.375774;1.557885;1.376373;1.766071;0.28011;1.311583;0.178805;-6.1995335701E-2;-1.133495
Private Haushalte ;0.775465;0.562325;0.620865;0.438076;0.662144;-0.329606;-4.6508806340999999E-2;-0.740441;1.010925;-0.544794
Exterritoriale Organisationen und Körperschaften ;-8.5965447436E-2;-1.313489;-1.3503;-1.065908;-3.994831;-4.447827;7.8922148937000003E-2;-0.140821;-3.615749;-0.801779
;;;;;;;;;;

1 Ergebnisse der Erwerbstätigenrechnung im Rahmen der Volkswirtschaftlichen Gesamtrechnungen - vorläufige Ergebnisse. – 2 Mit Arbeitsort in Deutschland (Inlandskonzept). – 3 Mit ;;;;;;;;;;
Wohnort in Deutschland (Inländerkonzept). – 4 Summe aus erwerbstätigen Inländern und Erwerbslosen. – 5 Monatsergebnisse: Anstelle der Schätzung saisonbereinigter Ergebnisse wer- ;;;;;;;;;;
"den aus methodischen Gründen zurzeit nur Trendschätzergebnisse verwendet. Die Trendschätzung erfolgt auf Basis der Arbeitskräfteerhebung der Europäischen Gemeinschaften; Abgren- ";;;;;;;;;;
zung der Erwerbslosen nach Definitionen der Internationalen Arbeitsorganisation (ILO): Der einfache Standardfehler für die Zahl der Erwerbslosen insgesamt beträgt im Durchschnitt etwa ;;;;;;;;;;
2,5% - vorläufige Ergebnisse. Jahresergebnisse: Durchschnitt der Monatsergebnisse. – 6 Anteil der Erwerbslosen an den Erwerbspersonen der betreffenden Personengruppe. – 7 Die Bun- ;;;;;;;;;;
"desagentur für Arbeit hat im Januar 2018 die Beschäftigungsstatistik rückwirkend bis 2011 revidiert. Detaillierte Informationen entnehmen Sie dem Methodenbericht ""Revisionsbericht ";;;;;;;;;;
"der Beschäftigungsstatistik 2017"" (statistik.arbeitsagentur.de>Navigation>Statistik>Grundlagen>Methodenberichte>Beschaeftigungsstatistik). Arbeitnehmer/-innen und Auszubildende, die ";;;;;;;;;;
kranken-, renten-, pflegeversicherungspflichtig und/oder beitragspflichtig nach dem Recht der Arbeitsförderung sind oder für die Beitragsanteile zur Rentenversicherung zu zahlen sind. – ;;;;;;;;;;
8 Frühere Zeiträume sind nicht vergleichbar. – 9 Aufgrund der Umstellung der Erhebungsinhalte hinsichtlich der Angaben zur Tätigkeit durch die Bundesagentur für Arbeit sind Vergleiche ;;;;;;;;;;
mit Ergebnissen vor dem 31. Dezember 2012 nicht möglich. – 10 Klassifikation der Wirtschaftszweige, Ausgabe 2008 (WZ2008).;;;;;;;;;;
